countyname,statecode,Number of All Beds,Total Number of Occupied Beds,countyFIPS
McIntosh,OK,84.0958904109589,42.62328767123287,40091
McIntosh,ND,50.0,34.94117647058823,38051
McKean,PA,97.66666666666667,74.65032679738562,42083
McKenzie,ND,43.35294117647059,36.470588235294116,38053
McKinley,NM,82.0,53.254901960784316,35031
McLean,IL,89.42483660130719,55.64052287581699,17113
McLean,KY,79.0,63.6078431372549,21149
McLean,ND,39.27450980392157,34.34313725490196,38055
McLennan,TX,141.61529548088066,81.6685979142526,48309
McLeod,MN,97.66666666666667,82.29411764705883,27085
McMinn,TN,105.45588235294117,68.00980392156863,47107
McNairy,TN,125.5,84.73529411764706,47109
McPherson,KS,77.88169014084507,64.70985915492957,20113
McPherson,SD,56.0,53.19607843137255,46089
Meade,KS,34.603960396039604,23.633663366336634,20119
Meade,KY,57.0,46.36,21163
Meade,SD,76.0,53.13725490196079,46093
Mecklenburg,NC,110.04124408384044,74.2001352265044,37119
Mecklenburg,VA,141.0,90.86274509803921,51117
Mecosta,MI,98.42857142857143,62.51020408163265,26107
Medina,OH,81.39228295819936,58.162379421221864,39103
Medina,TX,96.4140127388535,55.617834394904456,48325
Meeker,MN,59.703947368421055,44.7828947368421,27093
Meigs,TN,88.0,42.03921568627451,47121
Meigs,OH,95.5,69.72549019607843,39105
Mellette,SD,52.0,31.666666666666668,46095
Menard,IL,106.0,81.58823529411765,17129
Menard,TX,40.0,28.32,48327
Mendocino,CA,67.54901960784314,43.36764705882353,6045
Menifee,KY,60.0,37.68627450980392,21165
Menominee,MI,76.6938775510204,59.0,26109
Merced,CA,77.8,53.59411764705882,6047
Mercer,MO,60.0,42.568627450980394,29129
Mercer,WV,94.98529411764706,71.24509803921569,54055
Mercer,PA,95.32085561497327,69.5187165775401,42085
Mercer,OH,64.3061224489796,46.92156862745098,39107
Mercer,KY,78.96969696969697,57.26732673267327,21167
Mercer,ND,86.0,80.15686274509804,38057
Mercer,IL,86.0,45.0,17131
Mercer,NJ,136.5797280593325,87.01483312731767,34021
Meriwether,GA,96.0,70.80392156862744,13199
Merrick,NE,54.5,44.98039215686274,31121
Merrimack,NH,128.42857142857142,97.94617563739376,33013
Mesa,CO,87.11864406779661,61.175141242937855,8077
Metcalfe,KY,84.0,67.11764705882354,21169
Miami,IN,79.05050505050505,54.32,18103
Miami,KS,79.5,46.30392156862745,20121
Miami,OH,118.66666666666667,79.18300653594771,39109
Miami-Dade,FL,153.80319346453769,123.96509468993688,12086
Middlesex,CT,88.6875,64.9779411764706,9007
Middlesex,MA,112.18455366098294,79.45887662988967,25017
Middlesex,NJ,152.91878589007382,105.36013125512716,34023
Middlesex,VA,77.0,64.59803921568627,51119
Midland,MI,115.96078431372548,74.40522875816994,26111
Midland,TX,140.2463768115942,92.00966183574879,48329
Mifflin,PA,138.33333333333334,114.73202614379085,42087
Milam,TX,91.80794701986756,50.556291390728475,48331
Millard,UT,60.0,49.1764705882353,49027
Mille,MN,77.33333333333333,57.78431372549019,27095
Miller,AR,133.0,69.36601307189542,5091
Miller,GA,157.0,137.11764705882354,13201
Miller,MO,75.39603960396039,51.94059405940594,29131
Mills,IA,53.28712871287129,42.51485148514851,19129
Mills,TX,73.0,41.21568627450981,48333
Milwaukee,WI,102.39602731222843,70.53562653562653,55079
Miner,SD,47.0,35.27450980392157,46097
Mineral,NV,24.0,21.3265306122449,32021
Mineral,WV,94.0,76.19607843137256,54057
Mingo,WV,90.0,73.09803921568627,54059
Minidoka,ID,41.6078431372549,26.96078431372549,16067
Minnehaha,SD,87.07662082514734,66.55206286836935,46099
Missaukee,MI,95.0,64.01960784313725,26113
Mississippi,AR,85.25,59.549019607843135,5093
Mississippi,MO,83.33333333333333,33.80392156862745,29133
Missoula,MT,103.25,68.65196078431373,30063
Mitchell,GA,90.3529411764706,71.01960784313725,13205
Mitchell,IA,43.204819277108435,31.369477911646587,19131
Mitchell,KS,64.75247524752476,47.396039603960396,20123
Mitchell,NC,133.0,75.45098039215686,37121
Mitchell,TX,96.0,49.666666666666664,48335
Mobile,AL,111.46069868995633,76.41593886462883,1097
Modoc,CA,46.5,32.94117647058823,6049
Moffat,CO,58.0,41.98039215686274,8081
Mohave,AZ,98.42857142857143,55.20448179271709,4015
Moniteau,MO,63.13725490196079,35.97385620915033,29135
Monmouth,NJ,126.70892857142857,85.59642857142858,34025
Monona,IA,72.0,45.3202614379085,19133
Monongalia,WV,95.5,77.09803921568627,54061
Monroe,MS,108.33333333333333,78.96078431372548,28095
Monroe,OH,72.0,34.64705882352941,39111
Monroe,PA,127.45098039215686,77.92156862745098,42089
Monroe,MO,119.0,71.05882352941177,29137
Monroe,WI,79.66666666666667,53.75816993464052,55081
Monroe,WV,60.0,46.03921568627451,54063
Monroe,TN,81.33333333333333,54.42483660130719,47123
Monroe,MI,99.28618421052632,71.04,26115
Monroe,NY,151.81621936989498,115.24838898652607,36055
Monroe,IN,105.90857142857143,67.98587570621469,18105
Monroe,IL,131.5,86.01960784313725,17133
Monroe,KY,104.0,88.80392156862744,21171
Monroe,IA,57.0,40.44117647058823,19135
Monroe,GA,92.0,60.490196078431374,13207
Monroe,FL,120.0,87.63,12087
Monroe,AL,85.5,69.04901960784314,1099
Montague,TX,134.61,86.96078431372548,48337
Montcalm,MI,66.53807106598985,49.48743718592965,26117
Monterey,CA,71.0,54.872549019607845,6053
Montezuma,CO,80.5,55.05882352941177,8083
Montgomery,VA,119.5,80.93137254901961,51121
Montgomery,TX,132.8747763864043,66.71914132379248,48339
Montgomery,TN,116.78740157480316,81.55511811023622,47125
Montgomery,PA,122.71313672922253,91.76474530831099,42091
Montgomery,OH,115.24740663900415,83.8180894308943,39113
Montgomery,NY,118.0,99.26666666666667,36057
Montgomery,NC,141.0,85.56862745098039,37123
Montgomery,MS,120.0,83.89795918367346,28097
Montgomery,MO,87.33333333333333,49.96078431372549,29139
Montgomery,MD,131.21540243196293,98.46149392009265,24031
Montgomery,KY,144.0,113.41176470588235,21173
Montgomery,KS,65.13725490196079,45.71764705882353,20125
Montgomery,IN,67.41836734693878,44.97536945812808,18107
Montgomery,IL,96.0,60.325490196078434,17135
Montgomery,IA,55.5,33.30882352941177,19137
Montgomery,AR,112.0,77.29411764705883,5097
Montgomery,AL,131.35560344827587,86.78879310344827,1101
Montmorency,MI,39.0,35.72549019607843,26119
Montour,PA,131.0,112.15686274509804,42093
Montrose,CO,82.33333333333333,54.49673202614379,8085
Moody,SD,63.0,41.05882352941177,46101
Moore,NC,105.50420168067227,68.40336134453781,37125
Moore,TN,88.0,50.96078431372549,47127
Moore,TX,90.0,37.46875,48341
Morehouse,LA,114.95854922279793,71.85492227979275,22067
Morgan,WV,68.0,48.35294117647059,54065
Morgan,TN,124.0,65.62745098039215,47129
Morgan,MO,95.5592105263158,58.19736842105263,29141
Morgan,KY,50.0,45.98039215686274,21175
Morgan,OH,73.45454545454545,53.198019801980195,39115
Morgan,IL,103.08730158730158,65.15079365079364,17137
Morgan,GA,70.0,56.78431372549019,13211
Morgan,IN,89.29865771812081,57.38032786885246,18109
Morgan,CO,107.66666666666667,54.1437908496732,8087
Morgan,AL,158.5,112.15686274509804,1103
Morrill,NE,51.57425742574257,40.277227722772274,31123
Morris,KS,72.0,49.627450980392155,20127
Morris,NJ,143.38715769593958,98.50613786591124,34027
Morris,TX,110.0,39.8235294117647,48343
Morrison,MN,68.33333333333333,55.83660130718954,27097
Morrow,OH,66.94039735099338,49.11920529801324,39117
Morton,ND,81.31764705882352,71.41960784313726,38059
Morton,KS,50.627450980392155,41.80392156862745,20129
Motley,TX,50.0,31.745098039215687,48345
Moultrie,IL,118.6797385620915,62.13725490196079,17139
Mower,MN,46.75,38.490196078431374,27099
Muhlenberg,KY,67.7843137254902,60.49673202614379,21177
Multnomah,OR,75.58974358974359,56.85775335775336,41051
Murray,GA,120.0,98.74509803921569,13213
Murray,MN,54.0,44.31372549019608,27101
Murray,OK,77.24,50.84563758389262,40099
Muscatine,IA,90.8,62.431372549019606,19139
Muscogee,GA,157.47619047619048,88.04481792717087,13215
Muskegon,MI,76.77837837837838,51.23783783783784,26121
Muskingum,OH,84.17164179104478,61.55172413793103,39119
Muskogee,OK,84.00393700787401,58.26574803149607,40101
Nacogdoches,TX,104.48235294117647,61.88235294117647,48347
Nance,NE,57.0,44.26470588235294,31125
Nantucket,MA,45.0,34.431372549019606,25019
Napa,CA,113.0,85.3202614379085,6055
Nash,NC,106.0,84.33333333333333,37127
Nassau,FL,120.0,90.67,12089
Nassau,NY,202.39272338148743,149.46655965757088,36059
Natchitoches,LA,110.0,79.20261437908496,22069
Natrona,WY,144.0,96.18954248366013,56025
Navajo,AZ,97.0,61.62091503267974,4017
Navarro,TX,107.83333333333333,55.61764705882353,48349
Nelson,KY,58.651315789473685,42.16447368421053,21179
Nelson,ND,39.0,35.27450980392157,38063
Nemaha,KS,52.4,37.13725490196079,20131
Nemaha,NE,102.0,56.6078431372549,31127
Neosho,KS,66.0,47.16339869281046,20133
Neshoba,MS,113.64238410596026,88.51655629139073,28099
Ness,KS,30.0,21.470588235294116,20135
Nevada,AR,100.5,57.450980392156865,5099
Nevada,CA,85.8,62.8156862745098,6057
New,DE,97.03762662807526,70.90014471780029,10003
New,NC,95.07899461400359,74.22441651705566,37129
New,CT,110.95935554741853,81.06005126327352,9009
New,CT,110.95935554741853,81.06005126327352,9011
New,CT,105.63549160671462,78.77817745803357,9009
New,CT,105.63549160671462,78.77817745803357,9011
New,MO,84.0813559322034,54.14915254237288,29143
New,NY,345.12775842044135,273.21254355400697,36061
Newaygo,MI,122.5,72.66666666666667,26123
Newberry,SC,132.0,92.20588235294117,45071
Newport,RI,87.5,69.75490196078431,44005
Newport,VA,115.37704918032787,90.2,51700
Newton,TX,84.0,60.72549019607843,48351
Newton,MS,88.1470588235294,64.05882352941177,28101
Newton,MO,95.0,59.11764705882353,29145
Newton,GA,114.5,84.99019607843137,13217
Newton,AR,70.0,41.568627450980394,5101
Newton,IN,68.07843137254902,49.470588235294116,18111
Nez,ID,79.59,48.32673267326733,16069
Niagara,NY,138.80708661417322,110.18503937007874,36063
Nicholas,KY,104.0,95.80392156862744,21181
Nicholas,WV,52.0,48.80392156862745,54067
Nicollet,MN,79.0,53.509803921568626,27103
Noble,OH,95.0,76.70588235294117,39121
Noble,OK,112.0,53.21568627450981,40103
Noble,IN,78.56446991404012,47.55898876404494,18113
Nobles,MN,47.0,30.58823529411765,27105
Nodaway,MO,75.75,36.27450980392157,29147
Nolan,TX,98.0,59.490196078431374,48353
Norfolk,MA,110.812693498452,77.88802889576884,25021
Norfolk,VA,146.625,106.9828431372549,51710
Norman,MN,46.5,40.6764705882353,27107
Northampton,VA,145.0,90.31372549019608,51131
Northampton,NC,74.5,57.009803921568626,37131
Northampton,PA,166.6153846153846,119.58974358974359,42095
Northumberland,PA,138.85714285714286,94.47899159663865,42097
Norton,KS,68.0,48.529411764705884,20137
Nottoway,VA,180.0,133.64705882352942,51135
Nowata,OK,57.35,26.99,40105
Noxubee,MS,60.0,53.0,28103
Nuckolls,NE,69.0,40.470588235294116,31129
Nueces,TX,117.79924242424242,70.17171717171718,48355
Nye,NV,120.0,65.70588235294117,32023
O'Brien,IA,56.8,45.17254901960784,19141
Oakland,MI,108.13960113960114,69.56182310469315,26125
Obion,TN,83.66666666666667,45.549019607843135,47131
Ocean,NJ,136.5389497980381,93.18176572417772,34029
Oceana,MI,115.0,79.11764705882354,26127
Ochiltree,TX,60.0,26.94,48357
Oconee,GA,100.0,70.13725490196079,13219
Oconee,SC,126.0,90.00980392156863,45073
Oconto,WI,64.76712328767124,40.88356164383562,55083
Ogemaw,MI,86.0,59.254901960784316,26129
Ogle,IL,95.9625,57.384375,17141
Oglethorpe,GA,61.0,51.411764705882355,13221
Ohio,KY,78.33333333333333,66.06535947712419,21183
Ohio,WV,162.0,138.96732026143792,54069
Ohio,IN,58.0,36.35294117647059,18115
Okaloosa,FL,111.46305418719211,88.85960591133005,12091
Okanogan,WA,49.024875621890544,35.83582089552239,53047
Okeechobee,FL,180.0,151.37254901960785,12093
Okfuskee,OK,72.0,46.63398692810458,40107
Oklahoma,OK,113.49679829242262,65.4119530416222,40109
Okmulgee,OK,80.97233201581028,43.8498023715415,40111
Oktibbeha,MS,89.5,75.50980392156863,28105
Oldham,KY,88.36764705882354,68.41911764705883,21185
Olmsted,MN,74.62009803921569,52.05392156862745,27109
Oneida,NY,153.98651960784315,123.4159509202454,36065
Oneida,WI,88.96052631578948,65.51315789473684,55085
Oneida,ID,33.0,18.133333333333333,16071
Onondaga,NY,208.92857142857142,165.50700280112045,36067
Onslow,NC,179.5,96.50980392156863,37133
Ontario,NY,107.5911330049261,100.08374384236453,36069
Ontonagon,MI,39.0,28.45098039215686,26131
Orange,VA,164.0,128.50980392156862,51137
Orange,VT,30.0,28.49019607843137,50017
Orange,NY,143.9561752988048,109.67529880478088,36071
Orange,TX,116.33333333333333,54.02614379084967,48361
Orange,IN,92.4020618556701,68.77450980392157,18117
Orange,FL,123.18868980963046,98.74076147816349,12095
Orange,CA,104.13139472267098,77.36537425955842,6059
Orange,NC,72.94736842105263,50.546052631578945,37135
Orangeburg,SC,96.10396039603961,72.20297029702971,45075
Orleans,LA,138.46363636363637,103.71666666666667,22071
Orleans,NY,102.2,77.68,36073
Orleans,VT,50.61693548387097,40.229838709677416,50019
Osage,MO,97.6470588235294,46.18627450980392,29151
Osage,KS,64.0,46.18627450980392,20139
Osage,OK,56.666666666666664,24.627450980392158,40113
Osborne,KS,51.5,42.18627450980392,20141
Osceola,IA,54.960396039603964,36.742574257425744,19143
Osceola,MI,50.0,40.09803921568628,26133
Osceola,FL,118.1156862745098,92.64117647058823,12097
Oscoda,MI,39.0,32.333333333333336,26135
Oswego,NY,130.04926108374383,104.2512315270936,36075
Otero,CO,73.0,55.911764705882355,8089
Otero,NM,82.61184210526316,49.88157894736842,35035
Otoe,NE,81.33333333333333,46.24183006535948,31131
Otsego,MI,65.28,46.75,26137
Otsego,NY,128.0,119.26797385620915,36077
Ottawa,OK,71.12328767123287,39.48401826484018,40115
Ottawa,OH,74.11442786069652,43.399014778325125,39123
Ottawa,KS,28.11111111111111,25.333333333333332,20143
Ottawa,MI,74.46616541353383,58.89077212806026,26139
Otter,MN,75.61904761904762,62.55742296918768,27111
Ouachita,AR,105.60696517412936,55.48756218905473,5103
Ouachita,LA,123.37087378640777,87.95145631067962,22073
Outagamie,WI,97.83004926108374,69.91625615763547,55087
Overton,TN,125.0,68.56862745098039,47133
Owen,IN,97.08247422680412,71.58585858585859,18119
Owen,KY,100.0,85.52941176470588,21187
Owsley,KY,99.0,70.3529411764706,21189
Owyhee,ID,58.0,47.627450980392155,16073
Oxford,ME,51.8,43.07843137254902,23017
Ozark,MO,99.0,45.23529411764706,29153
Ozaukee,WI,82.25,52.09803921568628,55089
Pacific,WA,45.0,36.92156862745098,53049
Page,IA,62.5,37.21078431372549,19145
Page,VA,120.0,99.22,51139
Palm,FL,113.30559540889527,81.55954088952655,12099
Palo,IA,43.6,32.90196078431372,19147
Palo,TX,107.59803921568627,71.75490196078431,48363
Pamlico,NC,96.0,70.84313725490196,37137
Panola,TX,100.90728476821192,51.847682119205295,48365
Panola,MS,95.0,70.6078431372549,28107
Park,MT,115.0,42.431372549019606,30067
Park,WY,97.02941176470588,75.15686274509804,56029
Parker,TX,108.07843137254902,72.04901960784314,48367
Parmer,TX,78.92,41.15,48369
Pasco,FL,116.39187705817783,93.41492864983535,12101
Pasquotank,NC,127.51960784313725,94.82352941176471,37139
Passaic,NJ,151.9082377476538,99.4446764091858,34031
Patrick,VA,175.0,135.49019607843138,51141
Paulding,OH,37.71568627450981,30.480392156862745,39125
Paulding,GA,182.0,123.49019607843137,13223
Pawnee,NE,64.0,24.03921568627451,31133
Pawnee,OK,86.0,47.068627450980394,40117
Pawnee,KS,70.0,54.13725490196079,20145
Payette,ID,80.0,33.35294117647059,16075
Payne,OK,101.33333333333333,49.673202614379086,40119
Peach,GA,75.0,52.05882352941177,13225
Pearl,MS,96.46153846153847,78.18461538461538,28109
Pecos,TX,73.0,61.05882352941177,48371
Pembina,ND,38.5,34.81372549019608,38067
Pemiscot,MO,83.33333333333333,47.99346405228758,29155
Pender,NC,78.62727272727273,71.49019607843137,37141
Pendleton,KY,60.0,51.490196078431374,21191
Pendleton,WV,91.0,71.86274509803921,54071
Pennington,SD,67.33333333333333,52.60566448801743,46103
Pennington,MN,53.350515463917525,40.8469387755102,27113
Penobscot,ME,71.16666666666667,57.31209150326797,23019
Peoria,IL,106.0609951845907,68.97913322632424,17143
Perkins,NE,50.0,18.980392156862745,31135
Perkins,SD,42.0,37.745098039215684,46105
Perquimans,NC,78.0,49.470588235294116,37143
Perry,TN,114.0,81.07843137254902,47135
Perry,PA,79.17647058823529,60.26797385620915,42099
Perry,OH,76.66666666666667,52.712418300653596,39127
Perry,MS,60.0,40.705882352941174,28111
Perry,MO,144.27,86.03,29157
Perry,KY,160.0,131.95098039215685,21193
Perry,IN,91.62626262626263,58.475247524752476,18123
Perry,IL,69.33333333333333,49.06535947712418,17145
Perry,AR,86.0,56.03921568627451,5105
Pershing,NV,25.0,23.58823529411765,32027
Person,NC,100.0,68.98039215686275,37145
Petersburg,VA,90.0,66.44444444444444,51730
Pettis,MO,115.31764705882352,97.36470588235294,29159
Phelps,MO,73.66666666666667,51.00653594771242,29161
Phelps,NE,65.0,50.209150326797385,31137
Philadelphia,PA,155.13683771380892,116.05715477680434,42101
Phillips,AR,100.0,48.72549019607843,5107
Phillips,CO,48.705882352941174,40.588235294117645,8095
Phillips,KS,43.0,29.362745098039216,20147
Phillips,MT,56.0,34.04,30071
Piatt,IL,80.0,51.18627450980392,17147
Pickaway,OH,84.60891089108911,59.772277227722775,39129
Pickens,AL,91.0,62.63725490196079,1107
Pickens,GA,60.0,50.94059405940594,13227
Pickens,SC,73.5,57.111111111111114,45077
Pickett,TN,69.0,45.431372549019606,47137
Pierce,WI,47.4,30.68235294117647,55093
Pierce,NE,57.0,34.61764705882353,31139
Pierce,ND,51.529411764705884,39.23529411764706,38069
Pierce,WA,111.01591760299625,74.48970037453184,53053
Pike,AL,231.80392156862746,129.86274509803923,1109
Pike,AR,73.0,40.205882352941174,5109
Pike,IL,85.52287581699346,48.11764705882353,17149
Pike,IN,75.33333333333333,42.603960396039604,18125
Pike,KY,93.21428571428571,73.37946428571429,21195
Pike,MO,75.0,42.3,29163
Pike,MS,104.2,80.71333333333334,28113
Pike,OH,84.55555555555556,53.11764705882353,39131
Pike,PA,64.9438202247191,36.42045454545455,42103
Pima,AZ,124.1983193277311,79.00420168067227,4019
Pinal,AZ,141.53020134228188,81.30872483221476,4021
Pine,MN,48.0,32.088235294117645,27115
Pinellas,FL,111.23913043478261,86.96856639247943,12103
Pipestone,MN,70.0,52.84313725490196,27117
Piscataquis,ME,93.0,73.45098039215686,23021
Pitt,NC,94.88524590163935,70.82295081967213,37147
Pittsburg,OK,72.03107344632768,46.621468926553675,40121
Pittsylvania,VA,87.5,70.98039215686275,51143
Placer,CA,106.8860510805501,78.05108055009823,6061
Plaquemines,LA,120.0,91.72549019607843,22075
Platte,MO,132.744,89.888,29165
Platte,NE,110.0,83.58823529411765,31141
Platte,WY,50.0,51.92,56031
Pleasants,WV,68.0,57.03921568627451,54073
Plumas,CA,22.07843137254902,18.362745098039216,6063
Plymouth,IA,53.2,39.79607843137255,19149
Plymouth,MA,118.3529411764706,84.10885733603786,25023
Pocahontas,IA,43.0,31.54901960784314,19151
Pocahontas,WV,68.0,61.92156862745098,54075
Poinsett,AR,89.0,62.3202614379085,5111
Pointe,LA,121.0,78.97058823529412,22077
Polk,OR,86.21,61.92,41053
Polk,WI,65.33333333333333,43.63725490196079,55095
Polk,NE,49.27450980392157,29.019607843137255,31143
Polk,TN,97.0,49.333333333333336,47139
Polk,NC,73.66666666666667,50.30065359477124,37149
Polk,TX,108.25,70.1470588235294,48373
Polk,MN,53.53973509933775,44.17218543046358,27119
Polk,IA,75.82251908396947,56.458015267175576,19153
Polk,GA,96.33333333333333,56.02614379084967,13233
Polk,FL,124.52602523659306,90.52012628255723,12105
Polk,MO,88.5,73.7156862745098,29167
Polk,AR,115.0,64.37254901960785,5113
Pondera,MT,59.0,43.450980392156865,30073
Pontotoc,MS,54.63157894736842,46.31578947368421,28115
Pontotoc,OK,84.35526315789474,43.19736842105263,40123
Pope,MN,51.5,38.22549019607843,27121
Pope,AR,104.74019607843137,65.6078431372549,5115
Poquoson,VA,60.0,48.431372549019606,51735
Portage,OH,94.55555555555556,63.83442265795207,39133
Portage,WI,65.0,33.254901960784316,55097
Porter,IN,101.712,72.76725838264299,18127
Portsmouth,VA,120.0,89.74509803921569,51740
Posey,IN,66.0,50.90196078431372,18129
Pottawatomie,KS,42.67661691542288,33.114427860696516,20149
Pottawatomie,OK,102.69934640522875,61.69281045751634,40125
Pottawattamie,IA,79.37614678899082,52.669724770642205,19155
Potter,SD,53.0,37.745098039215684,46107
Potter,TX,100.59928443649373,60.74597495527728,48375
Potter,PA,82.5,64.2843137254902,42105
Powder,MT,41.0,22.294117647058822,30075
Powell,KY,81.0,63.35294117647059,21197
Powell,MT,60.0,44.58,30077
Power,ID,18.50980392156863,14.313725490196079,16077
Poweshiek,IA,54.0,32.56078431372549,19157
Prairie,AR,84.0,44.42156862745098,5117
Pratt,KS,45.0,36.027027027027025,20151
Preble,OH,85.0,51.30718954248366,39135
Prentiss,MS,72.0,52.81372549019608,28117
Presque,MI,98.0,54.509803921568626,26141
Preston,WV,109.0,67.73529411764706,54077
Price,WI,75.0,50.009803921568626,55099
Prince,VA,120.0,95.76470588235294,51147
Prince,VA,120.0,95.76470588235294,51149
Prince,VA,120.0,95.76470588235294,51153
Prince,MD,148.32251720747297,115.59292035398231,24033
Prince,VA,106.13065326633166,78.45226130653266,51147
Prince,VA,106.13065326633166,78.45226130653266,51149
Prince,VA,106.13065326633166,78.45226130653266,51153
Providence,RI,115.54437367303609,82.29681528662421,44007
Prowers,CO,50.84158415841584,27.14851485148515,8099
Pueblo,CO,113.22222222222223,81.81917211328977,8101
Pulaski,KY,98.5,72.81862745098039,21199
Pulaski,IN,45.333333333333336,30.869281045751634,18131
Pulaski,MO,88.66666666666667,40.22875816993464,29169
Pulaski,AR,113.17480719794345,71.59521776259608,5119
Pulaski,GA,102.0,71.25490196078431,13235
Pulaski,VA,117.0,88.73529411764706,51155
Pushmataha,OK,102.5,29.254901960784313,40127
Putnam,TN,126.0,87.99019607843137,47141
Putnam,OH,59.61788617886179,49.20238095238095,39137
Putnam,WV,122.0,110.65686274509804,54079
Putnam,NY,160.0,106.59803921568627,36079
Putnam,FL,112.33333333333333,86.47712418300654,12107
Putnam,IN,65.36904761904762,42.60236220472441,18133
Putnam,GA,88.0,59.68627450980392,13237
Putnam,MO,60.0,54.15686274509804,29171
Queen,MD,120.0,82.3529411764706,24035
Queens,NY,210.32267936076164,160.19870704321198,36081
Rabun,GA,117.0,78.92156862745098,13241
Racine,WI,122.83333333333333,86.79738562091504,55101
Radford,VA,90.0,71.50980392156863,51750
Rains,TX,58.0,30.58,48379
Raleigh,WV,147.0,97.11764705882354,54081
Ralls,MO,60.0,54.666666666666664,29173
Ramsey,MN,97.45607613469986,74.91288433382138,27123
Ramsey,ND,65.0,54.65686274509804,38071
Randall,TX,115.33333333333333,70.65359477124183,48381
Randolph,WV,98.33333333333333,73.26797385620915,54083
Randolph,MO,126.33333333333333,94.33333333333333,29175
Randolph,IN,72.61437908496733,57.169934640522875,18135
Randolph,NC,120.0,77.89869281045752,37151
Randolph,GA,80.0,46.27450980392157,13243
Randolph,AR,118.5,80.46078431372548,5121
Randolph,IL,93.25,54.838235294117645,17157
Randolph,AL,94.0,63.931372549019606,1111
Rankin,MS,84.71936758893281,67.81225296442688,28121
Ransom,ND,46.86842105263158,39.5921052631579,38073
Rapides,LA,128.5921052631579,92.80043859649123,22079
Ravalli,MT,68.73684210526316,34.41447368421053,30081
Rawlins,KS,40.0,31.764705882352942,20153
Ray,MO,127.82178217821782,73.2871287128713,29177
Reagan,TX,42.0,28.49019607843137,48383
Red,LA,157.0,88.09803921568627,22081
Red,TX,126.0,47.970588235294116,48387
Red,NE,100.0,61.35294117647059,31145
Redwood,MN,40.225190839694655,28.47328244274809,27127
Reeves,TX,82.47058823529412,46.333333333333336,48389
Refugio,TX,71.78082191780823,25.767123287671232,48391
Reno,KS,62.02521008403362,48.84593837535014,20155
Rensselaer,NY,138.5776805251641,119.06126914660831,36083
Renville,MN,44.89411764705882,32.45882352941177,27129
Renville,ND,53.35294117647059,37.96078431372549,38075
Republic,KS,69.0,33.020833333333336,20157
Rhea,TN,92.89403973509934,57.88741721854305,47143
Rice,KS,39.9671052631579,28.519736842105264,20159
Rice,MN,65.8,49.59607843137255,27131
Richardson,NE,77.66666666666667,39.77777777777778,31147
Richland,IL,137.5,91.86274509803921,17159
Richland,LA,119.0,57.673202614379086,22083
Richland,MT,93.0,47.31372549019608,30083
Richland,ND,43.18627450980392,35.86274509803921,38077
Richland,OH,80.88757396449704,57.04733727810651,39139
Richland,SC,123.95098039215686,87.63725490196079,45079
Richland,WI,65.0,53.450980392156865,55103
Richmond,VA,80.0,68.72549019607843,51159
Richmond,VA,80.0,68.72549019607843,51760
Richmond,NY,310.2631578947368,236.1578947368421,36085
Richmond,GA,102.0,63.423529411764704,13245
Richmond,NC,111.6470588235294,82.05882352941177,37153
Richmond,VA,144.5,108.0718954248366,51159
Richmond,VA,144.5,108.0718954248366,51760
Riley,KS,89.0,69.01470588235294,20161
Ringgold,IA,64.0,45.28431372549019,19159
Rio,CO,30.0,25.235294117647058,8103
Rio,CO,30.0,25.235294117647058,8105
Rio,CO,60.0,37.790849673202615,8103
Rio,CO,60.0,37.790849673202615,8105
Ripley,IN,70.8739837398374,49.07661290322581,18137
Ripley,MO,120.0,42.88235294117647,29181
Ritchie,WV,56.19607843137255,30.823529411764707,54085
Riverside,CA,93.57698113207547,67.74037735849056,6065
Roane,TN,151.36153846153846,65.01538461538462,47145
Roane,WV,48.5,44.205882352941174,54087
Roanoke,VA,120.66666666666667,100.13725490196079,51161
Roanoke,VA,120.66666666666667,100.13725490196079,51770
Roanoke,VA,135.52088452088452,99.6977886977887,51161
Roanoke,VA,135.52088452088452,99.6977886977887,51770
Roberts,SD,46.0,31.745098039215687,46109
Robertson,KY,60.0,51.3921568627451,21201
Robertson,TN,80.0,54.86274509803921,47147
Robertson,TX,77.43137254901961,47.40522875816993,48395
Robeson,NC,90.83333333333333,58.81372549019608,37155
Rock,WI,71.26964285714286,44.09642857142857,55105
Rock,MN,62.0,50.44444444444444,27133
Rock,NE,30.0,18.11764705882353,31149
Rock,IL,133.29111111111112,78.57333333333334,17161
Rockcastle,KY,122.5,101.05882352941177,21203
Rockdale,GA,136.05102040816325,100.79591836734694,13247
Rockingham,NC,121.0,88.50196078431372,37157
Rockingham,NH,92.75,68.61274509803921,33015
Rockingham,VA,123.5,108.17647058823529,51165
Rockland,NY,128.66243194192378,100.12159709618875,36087
Rockwall,TX,152.89328063241106,83.1501976284585,48397
Rogers,OK,96.72047244094489,66.5984251968504,40131
Rolette,ND,35.27450980392157,26.901960784313726,38079
Rooks,KS,36.51,26.74,20163
Roosevelt,MT,60.0,42.88235294117647,30085
Roosevelt,NM,80.0,52.1764705882353,35041
Roscommon,MI,50.0,34.509803921568626,26143
Roseau,MN,46.369127516778526,38.88590604026846,27135
Rosebud,MT,43.1764705882353,32.11764705882353,30087
Ross,OH,75.11235955056179,54.449438202247194,39141
Routt,CO,66.0,41.80392156862745,8107
Rowan,NC,108.968,76.62941176470588,37159
Rowan,KY,53.0,44.23529411764706,21205
